source_ip,destination_ip,destination_port,protocol,timestamp
240.112.18.68,147.31.167.108,45907,ICMP,6/8/2022
99.104.35.72,15.138.184.58,3353,ICMP,1/3/2022
235.184.69.159,86.199.63.224,12462,UDP,8/22/2022
229.57.179.118,139.144.59.162,34056,TCP,1/20/2022
190.164.53.64,206.154.85.178,27635,TCP,7/21/2022
107.153.106.52,17.245.132.81,32213,UDP,3/18/2022
55.2.188.242,244.186.134.42,37622,ICMP,9/28/2022
27.149.45.248,200.187.57.147,63111,UDP,3/14/2022
161.112.179.240,68.220.9.35,44523,TCP,1/21/2022
166.131.178.124,141.199.65.5,30402,UDP,10/22/2022
117.85.26.72,16.25.19.195,9844,TCP,1/15/2022
183.170.179.188,112.165.86.216,65104,UDP,12/2/2022
149.30.29.245,143.0.219.160,61327,ICMP,4/20/2022
135.255.223.70,131.95.111.189,36913,ICMP,5/23/2022
177.241.86.42,57.115.232.192,35265,UDP,10/24/2022
239.145.211.74,151.49.96.243,699,TCP,5/10/2022
210.89.53.161,241.254.17.200,25733,UDP,5/25/2022
7.61.225.105,221.221.201.29,39952,TCP,2/12/2022
143.163.105.67,40.245.104.220,52258,TCP,9/14/2022
65.209.42.80,44.78.25.1,58850,TCP,11/11/2022
172.106.20.23,252.7.5.189,38795,ICMP,2/28/2022
84.179.86.15,51.91.63.125,8583,UDP,11/13/2022
22.149.217.77,35.221.230.155,18064,TCP,10/2/2022
172.77.251.245,29.135.53.47,23073,TCP,8/19/2022
134.203.54.72,237.176.196.7,49062,ICMP,1/21/2022
91.249.63.128,32.105.183.114,20287,TCP,3/26/2022
36.74.137.79,25.3.148.21,32231,ICMP,7/10/2022
190.136.177.37,155.253.121.221,19959,UDP,2/15/2022
190.14.226.0,151.87.120.235,21310,TCP,10/2/2022
224.87.62.149,179.92.131.162,52314,TCP,2/12/2022
52.25.165.11,153.244.1.218,41933,UDP,3/1/2022
95.129.120.108,205.113.215.123,34218,UDP,5/8/2022
249.202.125.252,31.254.242.71,18188,UDP,2/8/2022
15.175.152.205,102.100.198.127,31782,ICMP,9/12/2022
135.59.83.163,210.212.39.9,33317,ICMP,9/25/2022
250.206.243.165,121.176.10.148,37866,ICMP,6/27/2022
73.238.27.174,235.83.215.91,16754,TCP,9/19/2022
250.81.141.98,141.119.135.140,14766,UDP,7/2/2022
160.161.243.119,205.126.58.77,37520,UDP,11/10/2022
196.131.86.71,244.115.64.30,17638,ICMP,2/6/2022
162.48.21.171,214.213.175.196,7251,TCP,9/10/2022
124.61.104.98,195.103.115.226,60875,ICMP,3/31/2022
102.96.45.105,177.128.73.142,10384,TCP,5/31/2022
57.250.178.129,138.20.156.19,60553,TCP,5/12/2022
41.89.183.136,179.120.212.97,7259,ICMP,8/26/2022
234.210.2.4,6.76.151.3,12403,UDP,12/23/2022
121.143.161.29,25.55.185.114,59073,TCP,1/9/2022
42.24.94.130,91.105.172.152,24363,TCP,5/19/2022
248.213.27.75,47.253.166.55,10579,TCP,4/26/2022
34.236.66.254,118.219.251.45,46393,ICMP,6/22/2022
244.39.38.206,114.36.238.244,36984,ICMP,3/27/2022
72.234.67.24,10.159.142.254,2241,ICMP,9/1/2022
219.131.113.93,18.75.2.97,46743,UDP,5/23/2022
114.165.107.106,128.250.237.134,33940,TCP,11/30/2022
195.231.59.134,123.94.42.30,35995,TCP,7/2/2022
113.162.134.112,17.105.226.234,39984,ICMP,10/27/2022
168.141.195.156,153.239.83.27,51962,UDP,6/29/2022
105.202.33.136,230.172.169.57,3323,ICMP,9/24/2022
227.216.29.228,9.132.46.141,12577,TCP,2/19/2022
179.45.134.161,48.187.219.201,47381,ICMP,3/22/2022
179.239.117.109,171.231.194.94,20244,TCP,7/22/2022
149.233.154.133,152.231.51.237,49405,ICMP,11/7/2022
197.64.222.203,176.85.74.48,27841,ICMP,10/6/2022
107.107.37.78,154.202.136.137,26968,UDP,9/18/2022
34.160.20.26,178.253.31.90,40354,TCP,12/16/2022
43.192.27.183,19.49.147.102,31562,TCP,9/20/2022
4.210.77.220,32.35.203.27,31337,TCP,8/6/2022
166.75.92.98,8.25.29.114,62522,ICMP,2/10/2022
50.159.179.119,7.20.186.129,5414,UDP,2/15/2022
84.39.184.79,216.60.54.42,13996,TCP,4/6/2022
171.51.227.68,46.37.226.68,17712,TCP,1/29/2022
145.17.230.236,143.219.52.161,56308,UDP,3/8/2022
78.220.94.70,12.118.124.37,38031,TCP,8/12/2022
115.75.64.140,235.214.206.146,31383,TCP,12/1/2022
32.225.135.178,248.3.149.56,37511,UDP,3/21/2022
203.234.223.178,26.205.147.15,51336,UDP,6/12/2022
128.198.206.248,137.68.81.185,53859,ICMP,4/15/2022
43.84.98.3,183.43.10.238,12020,UDP,12/18/2022
8.240.46.247,84.41.29.102,31823,ICMP,2/9/2022
62.254.120.126,25.98.203.224,38476,UDP,2/5/2022
